textid,sentence,label
15894,or did you mean a dictionary attack rather than a binary key attack?,sci.crypt
15894,G,sci.crypt
15214,"I was thinking about this, also.",sci.crypt
15214,"It's quite possible the system transmits, in clear, the serial number of the device being used.",sci.crypt
15214,"That way they can start a tap, get the serial number, and use the warrant for the first tap to get the key.",sci.crypt
15214,"If they tap someone who's apparently using encryption, but don't find that prefix, then they'll assume it's an ""un-authorized"" encryption scheme.",sci.crypt
15214,--,sci.crypt
15214,May the Kloo Gnomes be generous to you.,sci.crypt
15214,Robert Crawford betel@camelot.bradley.edu,sci.crypt
15563,"OK, I should have read the thread before posting my own $0.02.",sci.crypt
15563,I would just add to Phil's very infomative discussion the following caveat: the fifth amendment applies ONLY in crinial cases.,sci.crypt
15563,"(""...nor shall any person . . .",sci.crypt
15563,"be compelled in any criminal case to be a witness against himself..."").",sci.crypt
15563,"Thus if the father sued for custody of the children, the case would be civil and the defendant mother would not have fifth amendment protection.",sci.crypt
15563,"Oddly enough, her refusal to give information in a civil case can lead to criminal contempt charges (thus landing her in jail.)",sci.crypt
15563,"The interesting part of all this is that in a murder trial, the woman CAN plead the fifth as to the location of the child--this is routine.",sci.crypt
15563,"A ""computer crime"" prosecution thus would seem to be fertile ground for this kind of defense, where a suit by a party injured by ""hackers"" would not.",sci.crypt
15563,"If I am accused, for example, of sending encrypted kiddie porn over the nets the fifth should protect my key.",sci.crypt
15563,"If I am accused of sending copyrighted material, however, it proabably will not (copyright infringement not being a ""crime"" in the technical sense.)",sci.crypt
15563,"The REALLY tricky question is, say I do both (naughty boy that I am) can the government use the information gained in the civil trial (ie.",sci.crypt
15563,my key) to gain access to my files for use in the criminal prosecution.,sci.crypt
15563,"The answer should certainly be no, but lord only knows how this would work out.",sci.crypt
15563,"Steve. -- Steve Kramarsky, University of Chicago Law School steve@faerie.chi.il.us -or- smk5@quads.uchicago.edu ""All I did was kiss a girl.""",sci.crypt
15563,"- Jake, the night before his hanging.",sci.crypt
16121,Because much of the public aren't even aware of the NAMES of informative publications.,sci.crypt
16121,Look at the 'wealth' of material on the typical newsstand.,sci.crypt
16121,"Unless the person is working in some kind of technical environment, with the usual trade journals, all they ever see is the media (note: media in this context is the popular media - TV, radio, daily newspapers, and such publications as Time, Newsweek, and all that).",sci.crypt
16121,And they all say pretty much the same thing.,sci.crypt
16121,"I see most of them being in the range of center-left to far Left, and generally supportive of pie-in-sky we-will-take- care-of-you-think-for-you-cradle-to-grave.",sci.crypt
16121,"There seems to be an air of arrogance that the individual is not capable of understanding major issues so the media doesn't bother to inform them (as with Clipper, for example) or tells the people how to interpret events in others.",sci.crypt
16121,What is lost sight of is that the people are not good at understanding things because they are not TOLD accurate information about them.,sci.crypt
16121,It is a lot to expect of the people for them to be clarirvoyant.,sci.crypt
16121,"For example, I would have been unaware of Clipper had I not picked it up on USENET.",sci.crypt
16121,"How much of the population has USENET, let alone Internet access?",sci.crypt
16121,"For access to better publications, the person has to spend time digging.",sci.crypt
16121,"Many folks, especially who work long hours, have families, etc., do not have TIME to go digging, and many are not (yet) aware things are wrong, so are not motivated to dig.",sci.crypt
16121,"Not saying its right, just saying that is the way things are.",sci.crypt
16121,People aren't upset about things when they aren't TOLD.,sci.crypt
16121,And the less than objective media is a major contributer to the problem.,sci.crypt
16121,"And then compound that with an attitude of arrogance in the civil service (bureaucrats, politicians) that act as if the person without political connections, or deep pockets (potential contributer) should have few if any rights, being a resource to be used by those in control for their polticial or financial gain.",sci.crypt
16121,"Some Law Enforcement agencies act as if they regard the common person with a rather intense degree of contempt, peons that are supposed to do what they are TOLD, and get very nasty when someone questions them.",sci.crypt
16121,"The media pundits/editors, etc tend to fall into those with privilege, and tend to not be upset by the current state of affairs.",sci.crypt
16121,"The fellow in DC, who shot the swimmer in his Jacuzzi for daring to swim in it, with an ILLEGALLY owned gun (violating the law he pushed to be foisted on everyone else), ends up walking where a less well-connected person would have been crucified.",sci.crypt
16121,"A typical example of one standard for 'us', a much more restrictive standard for 'other folk'.",sci.crypt
16121,"Perhaps I am not real eloquent in expressing this, but the solution sure as hell is NOT to make it HARDER for people to find out what is going on, or dismiss their concerns because one happens to be in a position where one feels they are exempt or insulated.",sci.crypt
16121,Such as that hypocrite of a journalist in DC described above.,sci.crypt
16121,One notices that these less-than complimentary points about that double-standard was NOT covered in the media.,sci.crypt
16121,"I feel the reason was it dovetailed with their political views on the subject, and it involved a 'brother' journalist.",sci.crypt
16121,"Isn't it time for our 'objective' media, the MAIN SOURCE of info for the average person, to start being what they claim to be, instead of spin doctors for the Statist elements?",sci.crypt
16121,-- pat@rwing.uucp,sci.crypt
16121,"[Without prejudice UCC 1-207] (Pat Myrto) Seattle, WA",sci.crypt
16121,"If all else fails, try: ...!",sci.crypt
16121,"uunet!pilchuck!rwing!pat WISDOM: ""Only two things are infinite; the universe and human stupidity, and I am not sure about the former.""",sci.crypt
16121,- Albert Einstien,sci.crypt
15549,[...] (the date I have for this is 1-26-93) note Clinton's statements about encryption in the 3rd paragraph..,sci.crypt
15549,"I guess this statement doesen't contradict what you said, though.",sci.crypt
15549,--- cut here --- WASHINGTON (UPI) --,sci.crypt
15549,"The War on Drugs is about to get a fresh start, President Clinton told delegates to the National Federation of Police Commisioners convention in Washington.",sci.crypt
15549,"In the first speech on the drug issue since his innaugural, Clinton said that his planned escalation of the Drug War ``would make everything so far seem so half-hearted that for all practical purposes this war is only beginning now.''",sci.crypt
15549,"He repeatedly emphasized his view that ``regardless of what has been tried, or who has tried it, or how long they've been trying it, this is Day One to me.''",sci.crypt
15549,"The audience at the convention, whose theme is ``How do we spell fiscal relief?",sci.crypt
15549,"F-O-R-F-E-I-T-U-R-E,'' interrupted Clinton frequently with applause.",sci.crypt
15549,"Clinton's program, presented in the speech, follows the outline given in his campaign position papers: a cabinet-level Drug Czar and ``boot camps'' for first-time youthful offenders.",sci.crypt
15549,"He did, however, cover in more detail his plans for improved enforcement methods.",sci.crypt
15549,"``This year's crime bill will have teeth, not bare gums,'' Clinton said.",sci.crypt
15549,"In particular, his administration will place strict controls on data formats and protocols, and require the registration of so-called ``cryptographic keys,'' in the hope of denying drug dealers the ability to communicate in secret.",sci.crypt
15549,"Clinton said the approach could be used for crackdowns on other forms of underground economic activity, such as ``the deficit-causing tax evaders who live in luxury at the expense of our grandchildren.''",sci.crypt
15549,"Clinton expressed optimism that the drug war can be won ``because even though not everyone voted for Bill Clinton last November, everyone did vote for a candidate who shares my sense of urgency about fighting the drug menace.",sci.crypt
15549,"The advocates of legalization -- the advocates of surrender -- may be very good at making noise,'' Clinton said.",sci.crypt
15549,"``But when the American people cast their ballots, it only proved what I knew all along -- that the advocates of surrender are nothing more than a microscopic fringe.''",sci.crypt
15746,"I have an idea as to why the encryption algorithm needs to be keep secret, and some things that i think it implies.",sci.crypt
15746,(Of course these could all be wrong.....) from THE CLIPPER CHIP:,sci.crypt
15746,"A TECHNICAL SUMMARY Dorothy Denning Revised, April 21, 1993 . . .",sci.crypt
15746,"The Clipper Chip contains a classified single-key 64-bit block encryption algorithm called ""Skipjack.""",sci.crypt
15746,The algorithm uses 80 bit keys (compared with 56 for the DES) and has 32 rounds of scrambling (compared with 16 for the DES).,sci.crypt
15746,It supports all 4 DES modes of operation.,sci.crypt
15746,"The algorithm takes 32 clock ticks, and in Electronic Codebook (ECB) mode runs at 12 Mbits per second.",sci.crypt
15746,"Each chip includes the following components: the Skipjack encryption algorithm F, an 80-bit family key that is common to all chips N, a 30-bit serial number (this length is subject to change)",sci.crypt
15746,"U, an 80-bit secret key that unlocks all messages encrypted with the chip . . .",sci.crypt
15746,"ENCRYPTING WITH THE CHIP To see how the chip is used, imagine that it is embedded in the AT&T telephone security device (as it will be).",sci.crypt
15746,Suppose I call someone and we both have such a device.,sci.crypt
15746,"After pushing a button to start a secure conversation, my security device will negotiate an 80-bit session key K with the device at the other end.",sci.crypt
15746,This key negotiation takes place without the Clipper Chip.,sci.crypt
15746,"In general, any method of key exchange can be used such as the Diffie-Hellman public-key distribution method.",sci.crypt
15746,"Once the session key K is established, the Clipper Chip is used to encrypt the conversation or message stream M (digitized voice).",sci.crypt
15746,"The telephone security device feeds K and M into the chip to produce two values: E[M; K], the encrypted message stream, and E[E[K; U] + N; F], a law enforcement field , which are transmitted over the telephone line.",sci.crypt
15746,"The law enforcement field thus contains the session key K encrypted under the unit key U concatenated with the serial number N, all encrypted under the family key F.",sci.crypt
15746,The law enforcement field is decrypted by law enforcement after an authorized wiretap has been installed.,sci.crypt
15746,"------------------ suppose i knew how the algorithm worked and knew the N for my chip, but did not know F, then by cryptanalysis i might be able to determine F from if law enforcement field E[E[K; U] + N; F] not knowing N would might make this much harder.",sci.crypt
15746,"Now suppose that I know F, (either legitimately or not), If I know K (either because I am involved in the conversation, or I know U for a party in the conversation), I may now be able to determine U for the other party.",sci.crypt
15746,"If I know F I can also defeat the law enforcement field, since I could make my own, with a different K then the one I am using.",sci.crypt
15746,Knowing F also allows traffic analysis to be performed.,sci.crypt
15746,So I might not know what you are saying but I could know who you are saying it too.,sci.crypt
15746,"Now I admit that someone trying to compute U will not have lots of messages to work from, but since we have no way of knowing that the key generation method does not (deliberately?) generate weak keys, or for that matter that the published method is in fact used, perhaps the U's will be chosen from know weak keys for the system.",sci.crypt
15746,"Obviously the compromise of F would be a disaster, both to law enforcement for whom this whole thing is designed, and for the people who believe that it is giving them security.",sci.crypt
15746,"F is but one number, and I sure that alot of people (more then 1) know what it is (and if some ""panel of experts"" is going to check it over for flaws then many more will know F, forget grinding chips, bribery and blackmail work just fine.",sci.crypt
15746,"So, am I wrong?",sci.crypt
15746,Or are these problems.,sci.crypt
15746,jon,sci.crypt
15387,"Hi, I'm new to Internet, so this is a bit of a test message, so even a token reply would be very appreciated.",sci.crypt
15387,"Anyways, reading this I'd figure this would be as excellent a method of corrupting the ACLU and the EFF as could be wished for.",sci.crypt
15387,"""Who Gaurds the Guardians?"", etc...",sci.crypt
15648,This has now been thrown out by the courts.,sci.crypt
15648,"(The ""Progressive"" case.)",sci.crypt
15648,This is outright illegal.,sci.crypt
15648,It DOES violate the first amendment.,sci.crypt
15648,"If you would, give a case in which your ""speed trap"" example has been upheld by the courts.",sci.crypt
15648,-- Arthur L. Rubin: a_rubin@dsg4.dse.beckman.com (work),sci.crypt
15648,Beckman Instruments/Brea 216-5888@mcimail.com 70707.453@compuserve.com arthur@pnet01.cts.com (personal),sci.crypt
15648,"My opinions are my own, and do not represent those of my employer.",sci.crypt
16068,"Well, regardless of what policy liabilities anyone in Washington may think EFF has, it is going ahead aggressively attacking the assumptions that are behind the Administrations Clipper Chip initiative.",sci.crypt
16068,For all the reasons stated here.,sci.crypt
16068,"In Washington, you have to work under the assumption that everyone has some liabilities.",sci.crypt
16068,Government and non-governmental organizations alike all share the same glass house.,sci.crypt
16068,"EFF is variously identified as the Hacker Defense Fund, the First Amendment Absolutists, the New Communists, etc, but it is also an acknowledged leader in the civil liberties arena and is respected as a serious player in the policy circles.",sci.crypt
16068,"So unless there is another organization with the credibility and clout and right policy stance that you know of in Washington, please don't count EFF out as a valid representative of your views in the Clipper Chip matter.",sci.crypt
16068,-- <<*>><<*>><<*>><<*>><<*>><<*>> Cliff Figallo fig@eff.org EFF Online Guy (617)576-4506,sci.crypt
15827,I seem to recall Rush saying that he has a CompuServe account.,sci.crypt
15827,"If anyone wants to E-mail him, all we need is his account number (i.e.: 12345,6789) and then we could e-mail him via gateway by using a dot instead of a comma like so: ""12345.6789@compuserve.com"".",sci.crypt
15827,(THIS IS *NOT* HIS ADDRESS.),sci.crypt
15827,"So, does anyone know his e-mail address?",sci.crypt
15827,He *says* he uses it all the time.,sci.crypt
15827,(I wonder if he reads alt.fan.rush-limbaugh...,sci.crypt
15827,His ego is big enough!),sci.crypt
15827,Rick Miller <rick@ee.uwm.edu>,sci.crypt
15827,"| <ricxjo@discus.mil.wi.us> Ricxjo Muelisto Send a postcard, get one back!",sci.crypt
15827,| Enposxtigu bildkarton kaj vi ricevos alion!,sci.crypt
15827,"RICK MILLER // 16203 WOODS // MUSKEGO, WIS.",sci.crypt
15827,53150 // USA,sci.crypt
16135,You are correct (several times).,sci.crypt
16135,"TEMPEST is a codeword for a standard, shared between the NATO governments, to limit the inadvertent emission of information by either electromagnetic radiation or conduction.",sci.crypt
16135,The limits set in the standard are classified but there is open source information to the effect that either the electrical or magnetic components of electromagnetism can be exploited.,sci.crypt
16135,It is a basic rule of physics that there is an electromagnetic field associated with any path that conducts a flow of electrons.,sci.crypt
16135,"Among other things, I drive a 1987 Korean built AT clone and an associated 24 pin dotmatrix printer.",sci.crypt
16135,The major source of unintentional emission is the CRT.,sci.crypt
16135,"To that can be added the video driver card, the RS232 parallel cable and the printer head.",sci.crypt
16135,The emissions from these are gross can be detected with the crudest of equipment.,sci.crypt
16135,"Were I to apply good test equipment and some intelligence to measuring emission levels, I would find many other potential sources of leaked information.",sci.crypt
16135,"Where cryptography is used for serious purposes, poor TEMPEST protection becomes an important security hazard.",sci.crypt
16135,"In the early eighties, the need to allow some commercial concerns, particularly financial institutions, a level of protection against TEMPEST threat led to a series of briefings to invited corporations and to the 'release' of a cut-down TEMPEST stansard for commercial use.",sci.crypt
16135,I say 'release' for while equipment to meet the standard is available (at a price and to approved customers) AFAIK even the commercial standard remains classified.,sci.crypt
16135,"If you think about it, it would really have to wouldn't it?",sci.crypt
16135,--,sci.crypt
16135,-= Owen Lewis =- @ Tele/fax +44-(0)794-301731 ELOKA Consultancy & Project Management oml@eloka.demon.co.uk pgp 2.x public key on request,sci.crypt
15724,Sigh... my version of 'rn' asked me whether I really want to send this posting!,sci.crypt
15724,You may as well know that all this stuff about the secret source of the Clipper announcement is because of a silly mistake.,sci.crypt
15724,"I am the administrator of csrc.ncsl.nist.gov, alias first.org.",sci.crypt
15724,"It's a system set up to help out the needs of FIRST, a Forum of Incident Response and Security Teams, which includes a number of world-wide incident response teams such as CERT/CC and other places in Europe.",sci.crypt
15724,"As to the VRFY and EXPN commands, they are normally disabled, since early on we didn't want crackers to find out the names of incident response folks on our mailing lists.",sci.crypt
15724,"We had a disk crash several months ago which required completely rebuilding the O/S files - same old story, our backups weren't especially helpful.",sci.crypt
15724,"As you can guess, I didn't remember to re-disable VRFY and EXPN until I saw people on the net trying to find out who was behind clipper@csrc...",sci.crypt
15724,"When I saw people's names posted here, I felt it was time to clear things up.",sci.crypt
15724,"So, EXPN and VRFY on csrc have always been disabled in the past for reasons having nothing to do with Clipper.",sci.crypt
15724,I posted the White House announcements at the request of policy folks here because csrc also provides Usenet service.,sci.crypt
15724,I posted them from an account called 'clipper.',sci.crypt
15724,"I also created an alias called 'clipper' that contains the addresses of members of the NIST Computer Security Privacy and Advisory Board, set up under law of the Computer Security Act of 1987, and addresses of other individuals not affiliated with NIST but involved in cryptography, security, and privacy - I believe that these individuals were included on this list because NIST felt it important to get them the Clipper information first-hand.",sci.crypt
15724,The 'clipper' alias is there for the benefit of those named above.,sci.crypt
15724,"It is not a source for information, it was set up solely to monitor any initial traffic.",sci.crypt
15724,Individuals on the list have requested that they continue to get traffic that is not already duplicated on Usenet.,sci.crypt
15724,"While you can rightfully say we were a bit disorganized in handling this, I would ask that people stop speculating about any hidden agendas or motives of the individuals on the 'clipper' alias - I've already apologized to them for what's happened.",sci.crypt
15724,"Disabling EXPN and VRFY is an increasingly common practice (albeit unfriendly to some), and any effect of disabling it again was unintentional.",sci.crypt
15724,-John Wack,sci.crypt
15404,"Misinterpretation, though it should be a crime in itself, is what United States lawyers use to make their bread and butter.",sci.crypt
15404,"In Manchester, CT a few years ago, a small company wanted to run a game system galled ""LaserGames,"" similar in many aspects to Photon (tm).",sci.crypt
15404,Three lawyers and about a hundred citizens found an ancient law in Manchester's books which clearly from context was designed to prohibit travelling carnivals by enumerating the features of a carnival which they felt at the time made the prohibition obvious.,sci.crypt
15404,"Among these things was ""shooting galleries,"" which is what the lawyers for the opposition to LaserGames wanted to harp upon.",sci.crypt
15404,"The judge took the two words from this law, completely out of context, and ruled that LaserGames could not operate in Manchester.",sci.crypt
15404,"Keep in mind that most travelling carnivals use projectile weapons in their shooting galleries, and not light beams.",sci.crypt
15404,"Clearly from context, LaserGames got shafted, but if the two words are applied, their denial of operating permission was justified.",sci.crypt
15404,"If I had the text of the law I'd post it, but I'm afraid I don't remember it all well enough to even try.",sci.crypt
15404,"That little bit with the two words stuck well, though. :",sci.crypt
15404,John Dormer : jad@expert.cc.purdue.edu,sci.crypt
15680,"After reading the debate over the Clipper, I have a few things to add.",sci.crypt
15680,"First, most of the people I know who activly use encryption privately do not care about most of the issues that surround this debate, and any questions about what is or is not ok to use in the US.",sci.crypt
15680,All they care about is wether or not what they are using is secure or not.,sci.crypt
15680,"That, after all IS the bottom line.",sci.crypt
15680,"Second, if I look at all the people I know who use any form of encryption at all, and this group spans people from the morons who still insist that the DES is a good and secure standard, to people looking at trying to improve upon existing strategies, I can not think of anyone of them who would approve blindly of a strategy that leaves their methods open to abuse.",sci.crypt
15680,"The Clipper does this, because people make mistakes by nature, and the US government is made up of people who are just as vulnerable to mistakes as everyone else.",sci.crypt
15680,"Third, since most of the people I know are at least marginaly familiar with the vulnerabilities present in current software encryption stratigies, I can't see how most of them are going to blindly trust that someone will not figure out a good way to compromise the Clipper Chip.",sci.crypt
15680,That despite any strengths or weaknesses that may exist in it.,sci.crypt
15680,"So, I can not see a high degree of confidence developing in the chip.",sci.crypt
15680,"Fourth, when it comes to criminal abuse, sure there are many stupid people out there.",sci.crypt
15680,"And yes, some will be open to being caught via the built in back door of the Clipper Chip.",sci.crypt
15680,"However, anyone who is going to do any serious investigation of how best to secure their data is going to run into that problem pretty damned fast and, I would assume, start looking around for other easily obtainible methods of encryption.",sci.crypt
15680,"If nothing else were avalible, none of this would be an issue.",sci.crypt
15680,"However, the truth is that most private encryption users that I've ever run into simply do not give a damn about the legal status of RSA or PGP or anything else.",sci.crypt
15680,"If it works, they use it.",sci.crypt
15680,This is not going to change either.,sci.crypt
15680,I do not think for a moment that anyone with serious criminal intent will be slowed down by the advent of the Clipper Chip.,sci.crypt
15680,"It is all to easy to convert encrypted data into unintellgible garbage as it is, if anything, the Clipper Chip just adds another tool to the user.",sci.crypt
15680,"The bottom line here is that people will use what works, and unavoidibly, I'm sure most criminals would rather face an encryption related charge than one which could potentialy lead to death penalty charges in the case of criminals who murder as part of their conspiricy.",sci.crypt
15680,"The other thing that has struck me since the advent and wide useage of public encryption has begun is that quite simply the cat is out of the bag (Or if you have an interest in snooping, Pandora's Box has been opened), and this is not going to change.",sci.crypt
15680,"I've seen a blindness to this that I've found utterly stunning, and the Clipper Chip, along with the way it has been presented only confirms this to me to a larger degree.",sci.crypt
15680,"Sincerly, Tim Scanlon -- tfs@gravity.gmu.edu",sci.crypt
15861,Great slogan!,sci.crypt
15861,I'm ready to sign up with a crypto-lobbying effort (though I wouldn't want to do it through an NRA offshoot).,sci.crypt
15861,Shall we also push for the CRA -- Cryptographic Rights Amendment ??,sci.crypt
15861,+========================================================================+ | dwight tuinstra best: tuinstra@sandman.ece.clarkson.edu | | tolerable:,sci.crypt
15861,tuinstrd@craft.camp.clarkson.edu,sci.crypt
15861,| | | |,sci.crypt
15861,"""Homo sapiens: planetary cancer?? ...",sci.crypt
15861,"News at six"" | +========================================================================+",sci.crypt
15837,"Hopefully, he doesnt take it personal... --",sci.crypt
15837,Martin Hannigan : Twisted Pair Consulting : 617-623-3534 Mac : IBM PC & Mainframe : UNIX,sci.crypt
16036,"I was under the impression (from reading Denning's description of the Clipper's operation) that the same session key *is* used in both directions for encrypting the message text, but that each chip uses it's own key for encrypting the session key into the law-enforcement field.",sci.crypt
16036,"So, you only need to know the U key for one of the phones involved to decrypt the messages in both directions.",sci.crypt
15423,"Let me see if I have this straight --- if a person knows S1 and S2, and the serial number of the unit, it's easy to reconstruct UK.",sci.crypt
15423,"Of course, if they know SK, the ""family key"", they can easily get the serial number of any unit that has made a transmission.",sci.crypt
15423,"So with S1 and S2 being used for a while ""batch"" of the unit keys, the number of used S1/S2 pairs will probably be fairly low.",sci.crypt
15423,"Of course, you have to believe that the NSA/FBI/name-your-favorite-government agency will know SK",sci.crypt
15423,"so all it needs is the S1/S2 pairs, and presto, nasty details like court orders for wire taps are no longer necessary.",sci.crypt
15423,"Now, I'm not one of the people who distrusts the government at every turn, but taking someone's word for it that the S1/S2 pairs are not kept around is pushing what I'm willing to believe just a little bit too far. --",sci.crypt
15423,"Steve Tate srt@cs.duke.edu | The reason why mathematics enjoys special esteem, Dept. of Computer Science | above all other sciences, is that its laws are Duke University | absolutely certain and indisputable, while those of all Durham, NC 27706 | other sciences are to some extent debatable.",sci.crypt
15423,(Einstein),sci.crypt
15397,"It is incompetent, like almost anything you have posted here, so you'll be flamed, sorry.",sci.crypt
15397,"%/$( your ""20 years of background in two Fortune 50 companies""; I've lived 30 years under a totalitarian regime, and boy, I *can* recognize a totalitarian plot when I see one...",sci.crypt
15397,"I am sure that -you- would be happy to use anything ""they"" tell you is secure; we're talking about the intelligent people here... Or the criminal ones, if you don't like the previous sentence... :-)",sci.crypt
15397,"Or those who don't want their privacy to be guaranteed to be invadable by the government - any current and future government, mind you...",sci.crypt
15397,"Even if you ignore the nonsense of the above statement for a moment, and even if you are happy with such system and the current escrow agencies NOW, what guarantees that you'll be happy with them TOMORROW, when the government changes?",sci.crypt
15397,Or when the current government throws away the sheep skin?,sci.crypt
15397,"All the sheep who are reasoning like you will get caught by surprise, but it will be too late, because then cryptography that is not guaranteed to be breakable by the government will already have been outlawed...",sci.crypt
15397,"After all, you've already got privacy that is said to be breakable only by the law enforcement agencies, so if you are law-abiding, you have no reasons to use a stronger one, right?",sci.crypt
15397,"So, if you are using a stronger one, you have something to hide from the law enforcement agencies, right?",sci.crypt
15397,"Something unlawful, right?",sci.crypt
15397,"Therefore, strong crypto is a clear idndication that you are doing something unlawful.",sci.crypt
15397,"Considering the level of competence in cryptology that you have demonstrated in your messages, you would trust just anything...",sci.crypt
15397,"And no, this is not an ad hominem attack; it's an attack against the contents of your messages <grin>.",sci.crypt
15397,And how do you know that these experts are not corrupted?,sci.crypt
15397,And how do you know that they will not make a mistake?,sci.crypt
15397,And how do you know that the version of the algorithm they will be let to examine is the same as the one that will be really used?,sci.crypt
15397,"Regarding the mistake - even the few information ""they"" have let out has revealed a serious security hole in the protocol - the 80-bit key is split in two 40-bit ones, thus the whole system is easily breakable, if you have only one of the keys.",sci.crypt
15397,The Swiss or the Japanese are motivated by simple greed; NSA is motivated by their wish to control the people.,sci.crypt
15397,"That's why the drug dealers have their accounts in Swiss banks, instead of in American ones.",sci.crypt
15397,"For some reason, they do trust the Swiss banks more...",sci.crypt
15397,Guess they'll trust the Swiss encryption more too...,sci.crypt
15397,I see IDEA becoming suddenly popular... :-),sci.crypt
15397,"It's not surprising at all, but not because of the reason you give.",sci.crypt
15397,It's because it is obvious that the US government has put a lot of money behind this program and it will support it.,sci.crypt
15397,"Thus, most corporations will try to get their piece from the pie by supporting it too.",sci.crypt
15397,The same good old greed.,sci.crypt
15397,"Strong encryption is not widely available now not because of some plot, but because the companies don't see much money in it.",sci.crypt
15397,"It will be available even less, if the companies can see any penalties associated with it...",sci.crypt
15397,"Yeah, just as I predicted, you are here again, to support the new system.",sci.crypt
15397,"Regards, Vesselin -- Vesselin Vladimirov Bontchev Virus Test Center, University of Hamburg Tel.:+49-40-54715-224, Fax: +49-40-54715-226 Fachbereich Informatik - AGN < PGP 2.2 public key available on request.",sci.crypt
15397,"> Vogt-Koelln-Strasse 30, rm.",sci.crypt
15397,"107 C e-mail: bontchev@fbihh.informatik.uni-hamburg.de D-2000 Hamburg 54, Germany",sci.crypt
15953,"True, but the basic idea behind any communications security system is not to absolutely deny access, but to make access more expensive (in time, money, manpower) than it is worth. -- REMEMBER WACO!",sci.crypt
15953,Who will the government decide to murder next?,sci.crypt
15953,Maybe you?,sci.crypt
15953,[Opinions are mine; I don't care if you blame the University or the State.],sci.crypt
15169,"For a good discussion of cryptographically ""good"" random number generators, check out the draft-ietf-security-randomness-00.txt Internet Draft, available at your local friendly internet drafts repository.",sci.crypt
15169,"A reasonably source of randomness is the output of a cryptographic hash function (e.g., MD5), when fed with a large amount of more-or-less random data.",sci.crypt
15169,"For example, running MD5 on /dev/mem is a slow, but random enough, source of random bits; there are bound to be 128 bits of entropy in the tens (or hundreds) of megabytes of data in a modern workstation's memory, as a fair amount of them are system timers, i/o buffers, etc. /ji",sci.crypt
15388,[...] heh heh...,sci.crypt
15388,I posted this just before reading all the Clinton Chip messages..,sci.crypt
15388,I guess they beat me to it..,sci.crypt
15388,"Anyway, I think it would be a great idea to develop such a product, perhaps in the underground, as it would otherwise probably become illegal pretty quickly here...",sci.crypt
15388,"It's really very feasible and shouldn't be too expensive - all that's needed is a box with a phone jack on one side, a DSP in the middle to do codec functions of speech->compressed bytestream, and an RS232 on the other side.",sci.crypt
15388,"You'd plug your phone into it, plug the RS232 into your computer, and have a good old fashioned normal modem on your other RS232 port.",sci.crypt
15388,The CPU in the middle would do the encryption with a version of pgp modified to work on a byte stream.,sci.crypt
15388,"With v32bis or better modems to carry the bytestream, it should work.",sci.crypt
15388,Quality would only be marginally lower than a normal telephone.,sci.crypt
15388,"At the very highest price, you could use one of those voice-mail compatible modems to do the digitisation - that puts an upper bound of about $500 on the cost of such a box.",sci.crypt
15388,"In practice, you really ought to be able to get the price well below $100 - I could do it now in software on my cheap&nasty home RISC box (Acorn Archimedes) with the digitising microphone I bought for 25 pounds, if I knew how to write good speech compression software (which I don't).",sci.crypt
15388,The reason it won't work of course is that hardly anyone will have one - the only consumer equipment to have encryption will use the wiretap chip.,sci.crypt
15388,"Economics, I'm afraid.",sci.crypt
15388,However... we can get about 2Kcps throughput on the internet even with the bottleneck of a v32bis modem.,sci.crypt
15388,"When we get ISDN for all (ha ha ha) and the new NREN, it might then be trivial to run compressed speech over a tcp/ip connection on the Internet.",sci.crypt
15388,"Perhaps we should start thinking now of a standard to keep voice on the internet compatible for everyone, and side-step the clipper stuff and use internet for all our phone calls in future :-)",sci.crypt
15388,[1/2 joking] G,sci.crypt
15914,You forget the obvious!,sci.crypt
15914,If it is an *authorised* tap then it can be done at the exchange.,sci.crypt
15914,If the exchange is *digital*,sci.crypt
15914,then I suspect that you can auto-monitor a line and pickup the full link.,sci.crypt
15914,Therefore syncing a piggyback modem on the line would not be impossible - I suspect.,sci.crypt
15914,-- Mike H. (mike@avon.demon.co.uk),sci.crypt
15186,X-Newsreader: Tin 1.1 PL5,sci.crypt
15186,"Well, it now seems obvious what Professor Denning was doing last fall when this key escrow trial balloon was raised!",sci.crypt
15186,All the more need for end-to-end encryption schemes that bypass the government-approved system.,sci.crypt
15186,"By the way, the ""Clipper"" name...isn't this already used for the Clipper processor from Intergraph?",sci.crypt
15186,"I doubt they're the ones making the chip, so a name conflict may be present.",sci.crypt
15186,-Tim,sci.crypt
15186,May -- ..........................................................................,sci.crypt
15186,Timothy C.,sci.crypt
15186,"May | Crypto Anarchy: encryption, digital money, tcmay@netcom.com | anonymous networks, digital pseudonyms, zero 408-688-5409 | knowledge, reputations, information markets, W.A.S.T.E.: Aptos, CA | black markets, collapse of governments.",sci.crypt
15186,Higher Power: 2^756839 | Public Key: PGP and MailSafe available.,sci.crypt
14989,"With regard to your speculations on NSA involvement in the creation of PKP, I find that it fails the test of Occam's butcher knife.",sci.crypt
14989,Never attribute to conspiracy what can be explained by forthright greed.,sci.crypt
14989,Hilarie Orman,sci.crypt
15829,"Wow, assurances from the President.",sci.crypt
15829,"Why, those are almost as good as campaign promises!",sci.crypt
15829,I don't see why ANYONE wouldn't have confidence in those.,sci.crypt
